"Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,ATA,Dep_Delay,Arr_Delay,STD_hour,weekday,delay,takeoff_hour,landing_hour,takeoff_delay,landing_delay,STA_hour,DayOfWeek,Route,ScheduledHour,Weekday,AircraftEncoded,RouteEncoded,DepartureDelay"
" ,2025-07-23,Mumbai (BOM),London (LHR),B789 (G-VBZZ),8:44,1900-01-01 10:55:00,1900-01-01 11:09:00,1900-01-01 16:15:00,1900-01-01 15:23:00,14.0,-52.0,10.0,Wednesday,-52.0,10.0,16.0,14.0,-52.0,16.0,2.0,Mumbai (BOM)-London (LHR),10,2,209,34,14.0"
" ,2025-07-22,Mumbai (BOM),London (LHR),B789 (G-VBEL),8:45,1900-01-01 10:55:00,1900-01-01 11:30:00,1900-01-01 16:15:00,1900-01-01 15:45:00,35.0,-30.0,10.0,Tuesday,-30.0,10.0,16.0,35.0,-30.0,16.0,1.0,Mumbai (BOM)-London (LHR),10,1,208,34,35.0"
" ,2025-07-21,Mumbai (BOM),London (LHR),B789 (G-VMAP),8:41,1900-01-01 10:55:00,1900-01-01 13:45:00,1900-01-01 16:15:00,1900-01-01 17:56:00,170.0,101.0,10.0,Monday,101.0,10.0,16.0,170.0,101.0,16.0,0.0,Mumbai (BOM)-London (LHR),10,0,211,34,170.0"
" ,2025-07-20,Mumbai (BOM),London (LHR),B789 (G-VZIG),9:03,1900-01-01 10:55:00,1900-01-01 11:10:00,1900-01-01 16:15:00,1900-01-01 15:44:00,15.0,-31.0,10.0,Sunday,-31.0,10.0,16.0,15.0,-31.0,16.0,6.0,Mumbai (BOM)-London (LHR),10,6,213,34,15.0"
" ,2025-07-19,Mumbai (BOM),London (LHR),B789 (G-VOOH),8:53,1900-01-01 10:55:00,1900-01-01 11:01:00,1900-01-01 16:15:00,1900-01-01 15:25:00,6.0,-50.0,10.0,Saturday,-50.0,10.0,16.0,6.0,-50.0,16.0,5.0,Mumbai (BOM)-London (LHR),10,5,212,34,6.0"
" ,2025-07-18,Mumbai (BOM),London (LHR),B789 (G-VBEL),8:52,1900-01-01 10:55:00,1900-01-01 11:18:00,1900-01-01 16:15:00,1900-01-01 15:40:00,23.0,-35.0,10.0,Friday,-35.0,10.0,16.0,23.0,-35.0,16.0,4.0,Mumbai (BOM)-London (LHR),10,4,208,34,23.0"
" ,2025-07-25,Mumbai (BOM),Cochin (COK),A21N (VT-IMD),1:38,1900-01-01 10:55:00,1900-01-01 12:12:00,1900-01-01 12:50:00,1900-01-01 13:50:00,77.0,60.0,10.0,Friday,60.0,10.0,12.0,77.0,60.0,12.0,4.0,Mumbai (BOM)-Cochin (COK),10,4,122,9,77.0"
" ,2025-07-24,Mumbai (BOM),Cochin (COK),A21N (VT-IBU),1:31,1900-01-01 10:55:00,1900-01-01 11:27:00,1900-01-01 12:50:00,1900-01-01 12:59:00,32.0,9.0,10.0,Thursday,9.0,10.0,12.0,32.0,9.0,12.0,3.0,Mumbai (BOM)-Cochin (COK),10,3,96,9,32.0"
" ,2025-07-23,Mumbai (BOM),Cochin (COK),A21N (VT-IUO),1:41,1900-01-01 10:55:00,1900-01-01 12:09:00,1900-01-01 12:50:00,1900-01-01 13:50:00,74.0,60.0,10.0,Wednesday,60.0,10.0,12.0,74.0,60.0,12.0,2.0,Mumbai (BOM)-Cochin (COK),10,2,134,9,74.0"
" ,2025-07-22,Mumbai (BOM),Cochin (COK),A21N (VT-IML),1:30,1900-01-01 10:55:00,1900-01-01 11:37:00,1900-01-01 12:45:00,1900-01-01 13:08:00,42.0,23.0,10.0,Tuesday,23.0,10.0,12.0,42.0,23.0,12.0,1.0,Mumbai (BOM)-Cochin (COK),10,1,125,9,42.0"
" ,2025-07-21,Mumbai (BOM),Cochin (COK),A21N (VT-IWR),1:30,1900-01-01 10:55:00,1900-01-01 13:36:00,1900-01-01 12:50:00,1900-01-01 15:07:00,161.0,137.0,10.0,Monday,137.0,10.0,12.0,161.0,137.0,12.0,0.0,Mumbai (BOM)-Cochin (COK),10,0,135,9,161.0"
" ,2025-07-20,Mumbai (BOM),Cochin (COK),A21N (VT-ICO),1:36,1900-01-01 10:55:00,1900-01-01 11:24:00,1900-01-01 12:50:00,1900-01-01 13:00:00,29.0,10.0,10.0,Sunday,10.0,10.0,12.0,29.0,10.0,12.0,6.0,Mumbai (BOM)-Cochin (COK),10,6,106,9,29.0"
" ,2025-07-19,Mumbai (BOM),Cochin (COK),A21N (VT-ICL),1:30,1900-01-01 10:55:00,1900-01-01 11:37:00,1900-01-01 12:50:00,1900-01-01 13:07:00,42.0,17.0,10.0,Saturday,17.0,10.0,12.0,42.0,17.0,12.0,5.0,Mumbai (BOM)-Cochin (COK),10,5,104,9,42.0"
" ,2025-07-25,Mumbai (BOM),Jaipur (JAI),A20N (VT-CIQ),1:27,1900-01-01 11:00:00,1900-01-01 11:34:00,1900-01-01 12:55:00,1900-01-01 13:01:00,34.0,6.0,11.0,Friday,6.0,11.0,12.0,34.0,6.0,12.0,4.0,Mumbai (BOM)-Jaipur (JAI),11,4,4,25,34.0"
" ,2025-07-24,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXL),1:23,1900-01-01 11:00:00,1900-01-01 11:32:00,1900-01-01 12:55:00,1900-01-01 12:55:00,32.0,0.0,11.0,Thursday,0.0,11.0,12.0,32.0,0.0,12.0,3.0,Mumbai (BOM)-Jaipur (JAI),11,3,7,25,32.0"
" ,2025-07-23,Mumbai (BOM),Jaipur (JAI),A20N (VT-CIN),1:23,1900-01-01 11:00:00,1900-01-01 11:18:00,1900-01-01 12:55:00,1900-01-01 12:41:00,18.0,-14.0,11.0,Wednesday,-14.0,11.0,12.0,18.0,-14.0,12.0,2.0,Mumbai (BOM)-Jaipur (JAI),11,2,2,25,18.0"
" ,2025-07-22,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXM),1:28,1900-01-01 11:00:00,1900-01-01 11:21:00,1900-01-01 12:55:00,1900-01-01 12:49:00,21.0,-6.0,11.0,Tuesday,-6.0,11.0,12.0,21.0,-6.0,12.0,1.0,Mumbai (BOM)-Jaipur (JAI),11,1,8,25,21.0"
" ,2025-07-21,Mumbai (BOM),Jaipur (JAI),A20N (VT-TQK),1:26,1900-01-01 11:00:00,1900-01-01 13:02:00,1900-01-01 12:55:00,1900-01-01 14:28:00,122.0,93.0,11.0,Monday,93.0,11.0,12.0,122.0,93.0,12.0,0.0,Mumbai (BOM)-Jaipur (JAI),11,0,80,25,122.0"
" ,2025-07-20,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXO),1:23,1900-01-01 11:00:00,1900-01-01 11:23:00,1900-01-01 12:55:00,1900-01-01 12:46:00,23.0,-9.0,11.0,Sunday,-9.0,11.0,12.0,23.0,-9.0,12.0,6.0,Mumbai (BOM)-Jaipur (JAI),11,6,9,25,23.0"
" ,2025-07-19,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXH),1:22,1900-01-01 11:00:00,1900-01-01 11:34:00,1900-01-01 12:55:00,1900-01-01 12:57:00,34.0,2.0,11.0,Saturday,2.0,11.0,12.0,34.0,2.0,12.0,5.0,Mumbai (BOM)-Jaipur (JAI),11,5,6,25,34.0"
" ,2025-07-25,Mumbai (BOM),Jamnagar (JGA),A20N (VT-TYC),0:49,1900-01-01 11:00:00,1900-01-01 12:17:00,1900-01-01 12:25:00,1900-01-01 13:06:00,77.0,41.0,11.0,Friday,41.0,11.0,12.0,77.0,41.0,12.0,4.0,Mumbai (BOM)-Jamnagar (JGA),11,4,92,26,77.0"
" ,2025-07-24,Mumbai (BOM),Jamnagar (JGA),A21N (VT-TVH),0:52,1900-01-01 11:00:00,1900-01-01 11:24:00,1900-01-01 12:25:00,1900-01-01 12:16:00,24.0,-9.0,11.0,Thursday,-9.0,11.0,12.0,24.0,-9.0,12.0,3.0,Mumbai (BOM)-Jamnagar (JGA),11,3,150,26,24.0"
" ,2025-07-23,Mumbai (BOM),Jamnagar (JGA),A321 (VT-PPM),0:56,1900-01-01 11:00:00,1900-01-01 11:56:00,1900-01-01 12:25:00,1900-01-01 12:52:00,56.0,27.0,11.0,Wednesday,27.0,11.0,12.0,56.0,27.0,12.0,2.0,Mumbai (BOM)-Jamnagar (JGA),11,2,166,26,56.0"
" ,2025-07-22,Mumbai (BOM),Jamnagar (JGA),A321 (VT-PPO),0:49,1900-01-01 11:00:00,1900-01-01 11:23:00,1900-01-01 12:25:00,1900-01-01 12:12:00,23.0,-13.0,11.0,Tuesday,-13.0,11.0,12.0,23.0,-13.0,12.0,1.0,Mumbai (BOM)-Jamnagar (JGA),11,1,167,26,23.0"
" ,2025-07-21,Mumbai (BOM),Jamnagar (JGA),A20N (VT-CIG),0:50,1900-01-01 11:00:00,1900-01-01 13:34:00,1900-01-01 12:25:00,1900-01-01 14:24:00,154.0,119.0,11.0,Monday,119.0,11.0,12.0,154.0,119.0,12.0,0.0,Mumbai (BOM)-Jamnagar (JGA),11,0,1,26,154.0"
" ,2025-07-20,Mumbai (BOM),Jamnagar (JGA),A20N (VT-EXL),0:53,1900-01-01 11:00:00,1900-01-01 11:34:00,1900-01-01 12:25:00,1900-01-01 12:26:00,34.0,1.0,11.0,Sunday,1.0,11.0,12.0,34.0,1.0,12.0,6.0,Mumbai (BOM)-Jamnagar (JGA),11,6,7,26,34.0"
" ,2025-07-19,Mumbai (BOM),Jamnagar (JGA),A20N (VT-RTK),0:49,1900-01-01 11:00:00,1900-01-01 11:45:00,1900-01-01 12:25:00,1900-01-01 12:34:00,45.0,9.0,11.0,Saturday,9.0,11.0,12.0,45.0,9.0,12.0,5.0,Mumbai (BOM)-Jamnagar (JGA),11,5,54,26,45.0"
" ,2025-07-25,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQC),1:15,1900-01-01 11:00:00,1900-01-01 12:00:00,1900-01-01 12:30:00,1900-01-01 13:15:00,60.0,45.0,11.0,Friday,45.0,11.0,12.0,60.0,45.0,12.0,4.0,Mumbai (BOM)-Hyderabad (HYD),11,4,75,22,60.0"
" ,2025-07-24,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TNV),1:08,1900-01-01 11:00:00,1900-01-01 11:19:00,1900-01-01 12:30:00,1900-01-01 12:26:00,19.0,-4.0,11.0,Thursday,-4.0,11.0,12.0,19.0,-4.0,12.0,3.0,Mumbai (BOM)-Hyderabad (HYD),11,3,69,22,19.0"
" ,2025-07-23,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQC),1:09,1900-01-01 11:00:00,1900-01-01 11:30:00,1900-01-01 12:30:00,1900-01-01 12:39:00,30.0,9.0,11.0,Wednesday,9.0,11.0,12.0,30.0,9.0,12.0,2.0,Mumbai (BOM)-Hyderabad (HYD),11,2,75,22,30.0"
" ,2025-07-22,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQS),1:07,1900-01-01 11:00:00,1900-01-01 11:33:00,1900-01-01 12:30:00,1900-01-01 12:41:00,33.0,11.0,11.0,Tuesday,11.0,11.0,12.0,33.0,11.0,12.0,1.0,Mumbai (BOM)-Hyderabad (HYD),11,1,87,22,33.0"
" ,2025-07-21,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQW),1:08,1900-01-01 11:00:00,1900-01-01 13:05:00,1900-01-01 12:30:00,1900-01-01 14:13:00,125.0,103.0,11.0,Monday,103.0,11.0,12.0,125.0,103.0,12.0,0.0,Mumbai (BOM)-Hyderabad (HYD),11,0,90,22,125.0"
" ,2025-07-20,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQE),1:05,1900-01-01 11:00:00,1900-01-01 11:15:00,1900-01-01 12:30:00,1900-01-01 12:19:00,15.0,-11.0,11.0,Sunday,-11.0,11.0,12.0,15.0,-11.0,12.0,6.0,Mumbai (BOM)-Hyderabad (HYD),11,6,76,22,15.0"
" ,2025-07-19,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQE),1:05,1900-01-01 11:00:00,1900-01-01 11:31:00,1900-01-01 12:30:00,1900-01-01 12:36:00,31.0,6.0,11.0,Saturday,6.0,11.0,12.0,31.0,6.0,12.0,5.0,Mumbai (BOM)-Hyderabad (HYD),11,5,76,22,31.0"
" ,2025-07-25,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAC),2:38,1900-01-01 11:00:00,1900-01-01 11:46:00,1900-01-01 14:05:00,1900-01-01 14:24:00,46.0,19.0,11.0,Friday,19.0,11.0,14.0,46.0,19.0,14.0,4.0,Mumbai (BOM)-Siliguri (IXB),11,4,176,37,46.0"
" ,2025-07-24,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAB),2:32,1900-01-01 11:00:00,1900-01-01 11:15:00,1900-01-01 14:05:00,1900-01-01 13:47:00,15.0,-18.0,11.0,Thursday,-18.0,11.0,14.0,15.0,-18.0,14.0,3.0,Mumbai (BOM)-Siliguri (IXB),11,3,175,37,15.0"
" ,2025-07-23,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAP),2:47,1900-01-01 11:00:00,1900-01-01 11:34:00,1900-01-01 14:05:00,1900-01-01 14:21:00,34.0,16.0,11.0,Wednesday,16.0,11.0,14.0,34.0,16.0,14.0,2.0,Mumbai (BOM)-Siliguri (IXB),11,2,182,37,34.0"
" ,2025-07-22,Mumbai (BOM),Siliguri (IXB),B38M (VT-YBC),2:30,1900-01-01 11:00:00,1900-01-01 12:06:00,1900-01-01 14:05:00,1900-01-01 14:36:00,66.0,31.0,11.0,Tuesday,31.0,11.0,14.0,66.0,31.0,14.0,1.0,Mumbai (BOM)-Siliguri (IXB),11,1,187,37,66.0"
" ,2025-07-21,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAU),2:34,1900-01-01 11:00:00,1900-01-01 13:30:00,1900-01-01 14:05:00,1900-01-01 16:04:00,150.0,119.0,11.0,Monday,119.0,11.0,14.0,150.0,119.0,14.0,0.0,Mumbai (BOM)-Siliguri (IXB),11,0,185,37,150.0"
" ,2025-07-20,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAB),2:33,1900-01-01 11:00:00,1900-01-01 11:14:00,1900-01-01 14:05:00,1900-01-01 13:47:00,14.0,-18.0,11.0,Sunday,-18.0,11.0,14.0,14.0,-18.0,14.0,6.0,Mumbai (BOM)-Siliguri (IXB),11,6,175,37,14.0"
" ,2025-07-19,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAK),2:30,1900-01-01 11:00:00,1900-01-01 11:40:00,1900-01-01 14:05:00,1900-01-01 14:11:00,40.0,6.0,11.0,Saturday,6.0,11.0,14.0,40.0,6.0,14.0,5.0,Mumbai (BOM)-Siliguri (IXB),11,5,180,37,40.0"
" ,2025-07-25,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANQ),4:18,1900-01-01 11:05:00,1900-01-01 11:40:00,1900-01-01 14:00:00,1900-01-01 13:28:00,35.0,-32.0,11.0,Friday,-32.0,11.0,14.0,35.0,-32.0,14.0,4.0,Mumbai (BOM)-Addis Ababa (ADD),11,4,196,1,35.0"
" ,2025-07-24,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANO),4:17,1900-01-01 11:05:00,1900-01-01 11:13:00,1900-01-01 14:00:00,1900-01-01 13:00:00,8.0,-60.0,11.0,Thursday,-60.0,11.0,14.0,8.0,-60.0,14.0,3.0,Mumbai (BOM)-Addis Ababa (ADD),11,3,194,1,8.0"
" ,2025-07-23,Mumbai (BOM),Addis Ababa (ADD),B788 (ET-ATG),4:23,1900-01-01 11:05:00,1900-01-01 11:06:00,1900-01-01 14:00:00,1900-01-01 13:00:00,1.0,-60.0,11.0,Wednesday,-60.0,11.0,14.0,1.0,-60.0,14.0,2.0,Mumbai (BOM)-Addis Ababa (ADD),11,2,207,1,1.0"
" ,2025-07-22,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANQ),4:22,1900-01-01 11:05:00,1900-01-01 11:17:00,1900-01-01 14:00:00,1900-01-01 13:09:00,12.0,-51.0,11.0,Tuesday,-51.0,11.0,14.0,12.0,-51.0,14.0,1.0,Mumbai (BOM)-Addis Ababa (ADD),11,1,196,1,12.0"
" ,2025-07-21,Mumbai (BOM),Addis Ababa (ADD),A359 (ET-AUA),4:37,1900-01-01 11:05:00,1900-01-01 13:38:00,1900-01-01 14:00:00,1900-01-01 15:46:00,153.0,106.0,11.0,Monday,106.0,11.0,14.0,153.0,106.0,14.0,0.0,Mumbai (BOM)-Addis Ababa (ADD),11,0,169,1,153.0"
" ,2025-07-20,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANP),4:16,1900-01-01 11:05:00,1900-01-01 11:18:00,1900-01-01 14:00:00,1900-01-01 13:04:00,13.0,-56.0,11.0,Sunday,-56.0,11.0,14.0,13.0,-56.0,14.0,6.0,Mumbai (BOM)-Addis Ababa (ADD),11,6,195,1,13.0"
" ,2025-07-19,Mumbai (BOM),Addis Ababa (ADD),B788 (ET-ATG),4:19,1900-01-01 11:05:00,1900-01-01 11:22:00,1900-01-01 14:00:00,1900-01-01 13:10:00,17.0,-50.0,11.0,Saturday,-50.0,11.0,14.0,17.0,-50.0,14.0,5.0,Mumbai (BOM)-Addis Ababa (ADD),11,5,207,1,17.0"
" ,2025-07-25,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK21),4:04,1900-01-01 11:05:00,1900-01-01 11:43:00,1900-01-01 13:25:00,1900-01-01 13:17:00,38.0,-8.0,11.0,Friday,-8.0,11.0,13.0,38.0,-8.0,13.0,4.0,Mumbai (BOM)-Jeddah (JED),11,4,204,27,38.0"
" ,2025-07-23,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK22),3:58,1900-01-01 11:05:00,1900-01-01 11:20:00,1900-01-01 13:25:00,1900-01-01 12:47:00,15.0,-38.0,11.0,Wednesday,-38.0,11.0,13.0,15.0,-38.0,13.0,2.0,Mumbai (BOM)-Jeddah (JED),11,2,205,27,15.0"
" ,2025-07-21,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK19),3:55,1900-01-01 11:05:00,1900-01-01 13:07:00,1900-01-01 13:25:00,1900-01-01 14:33:00,122.0,68.0,11.0,Monday,68.0,11.0,13.0,122.0,68.0,13.0,0.0,Mumbai (BOM)-Jeddah (JED),11,0,203,27,122.0"
" ,2025-07-20,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK29),4:07,1900-01-01 11:05:00,1900-01-01 11:28:00,1900-01-01 13:25:00,1900-01-01 13:05:00,23.0,-20.0,11.0,Sunday,-20.0,11.0,13.0,23.0,-20.0,13.0,6.0,Mumbai (BOM)-Jeddah (JED),11,6,206,27,23.0"
" ,2025-07-25,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IPI),2:30,1900-01-01 11:05:00,1900-01-01 11:29:00,1900-01-01 14:05:00,1900-01-01 14:14:00,24.0,9.0,11.0,Friday,9.0,11.0,14.0,24.0,9.0,14.0,4.0,Mumbai (BOM)-Kathmandu (KTM),11,4,26,31,24.0"
" ,2025-07-24,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IPT),2:44,1900-01-01 11:05:00,1900-01-01 11:25:00,1900-01-01 14:05:00,1900-01-01 14:24:00,20.0,19.0,11.0,Thursday,19.0,11.0,14.0,20.0,19.0,14.0,3.0,Mumbai (BOM)-Kathmandu (KTM),11,3,28,31,20.0"
" ,2025-07-23,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IXH),3:01,1900-01-01 11:05:00,1900-01-01 11:33:00,1900-01-01 14:05:00,1900-01-01 14:49:00,28.0,44.0,11.0,Wednesday,44.0,11.0,14.0,28.0,44.0,14.0,2.0,Mumbai (BOM)-Kathmandu (KTM),11,2,46,31,28.0"
" ,2025-07-22,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IXP),2:15,1900-01-01 11:05:00,1900-01-01 11:44:00,1900-01-01 14:05:00,1900-01-01 14:14:00,39.0,9.0,11.0,Tuesday,9.0,11.0,14.0,39.0,9.0,14.0,1.0,Mumbai (BOM)-Kathmandu (KTM),11,1,50,31,39.0"
" ,2025-07-21,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IXF),2:19,1900-01-01 11:05:00,1900-01-01 13:27:00,1900-01-01 14:05:00,1900-01-01 16:01:00,142.0,116.0,11.0,Monday,116.0,11.0,14.0,142.0,116.0,14.0,0.0,Mumbai (BOM)-Kathmandu (KTM),11,0,45,31,142.0"
" ,2025-07-20,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IJQ),2:10,1900-01-01 11:05:00,1900-01-01 11:33:00,1900-01-01 14:05:00,1900-01-01 13:58:00,28.0,-7.0,11.0,Sunday,-7.0,11.0,14.0,28.0,-7.0,14.0,6.0,Mumbai (BOM)-Kathmandu (KTM),11,6,22,31,28.0"
" ,2025-07-19,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IPD),2:18,1900-01-01 11:05:00,1900-01-01 11:39:00,1900-01-01 14:05:00,1900-01-01 14:12:00,34.0,7.0,11.0,Saturday,7.0,11.0,14.0,34.0,7.0,14.0,5.0,Mumbai (BOM)-Kathmandu (KTM),11,5,25,31,34.0"
" ,2025-07-25,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIW),2:37,1900-01-01 11:10:00,1900-01-01 11:15:00,1900-01-01 13:00:00,1900-01-01 12:22:00,5.0,-38.0,11.0,Friday,-38.0,11.0,13.0,5.0,-38.0,13.0,4.0,Mumbai (BOM)-Abu Dhabi (AUH),11,4,158,0,5.0"
" ,2025-07-24,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIM),2:28,1900-01-01 11:10:00,1900-01-01 11:01:00,1900-01-01 13:00:00,1900-01-01 11:58:00,-9.0,-62.0,11.0,Thursday,-62.0,11.0,13.0,-9.0,-62.0,13.0,3.0,Mumbai (BOM)-Abu Dhabi (AUH),11,3,154,0,-9.0"
" ,2025-07-23,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIX),2:28,1900-01-01 11:10:00,1900-01-01 11:25:00,1900-01-01 13:00:00,1900-01-01 12:23:00,15.0,-37.0,11.0,Wednesday,-37.0,11.0,13.0,15.0,-37.0,13.0,2.0,Mumbai (BOM)-Abu Dhabi (AUH),11,2,159,0,15.0"
" ,2025-07-22,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIT),2:26,1900-01-01 11:10:00,1900-01-01 11:27:00,1900-01-01 13:00:00,1900-01-01 12:24:00,17.0,-36.0,11.0,Tuesday,-36.0,11.0,13.0,17.0,-36.0,13.0,1.0,Mumbai (BOM)-Abu Dhabi (AUH),11,1,156,0,17.0"
" ,2025-07-21,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIP),2:23,1900-01-01 11:10:00,1900-01-01 13:13:00,1900-01-01 13:00:00,1900-01-01 14:06:00,123.0,66.0,11.0,Monday,66.0,11.0,13.0,123.0,66.0,13.0,0.0,Mumbai (BOM)-Abu Dhabi (AUH),11,0,155,0,123.0"
" ,2025-07-20,Mumbai (BOM),Abu Dhabi (AUH),A320 (A6-EIV),2:40,1900-01-01 11:10:00,1900-01-01 11:38:00,1900-01-01 13:00:00,1900-01-01 12:48:00,28.0,-12.0,11.0,Sunday,-12.0,11.0,13.0,28.0,-12.0,13.0,6.0,Mumbai (BOM)-Abu Dhabi (AUH),11,6,157,0,28.0"
" ,2025-07-19,Mumbai (BOM),Abu Dhabi (AUH),A321 (A6-AEC),2:34,1900-01-01 11:10:00,1900-01-01 11:43:00,1900-01-01 13:00:00,1900-01-01 12:47:00,33.0,-13.0,11.0,Saturday,-13.0,11.0,13.0,33.0,-13.0,13.0,5.0,Mumbai (BOM)-Abu Dhabi (AUH),11,5,165,0,33.0"
" ,2025-07-25,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),1:00,1900-01-01 11:10:00,1900-01-01 11:56:00,1900-01-01 12:35:00,1900-01-01 12:56:00,46.0,21.0,11.0,Friday,21.0,11.0,12.0,46.0,21.0,12.0,4.0,Mumbai (BOM)-Goa (GOI),11,4,126,19,46.0"
" ,2025-07-24,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),0:53,1900-01-01 11:10:00,1900-01-01 11:26:00,1900-01-01 12:35:00,1900-01-01 12:20:00,16.0,-15.0,11.0,Thursday,-15.0,11.0,12.0,16.0,-15.0,12.0,3.0,Mumbai (BOM)-Goa (GOI),11,3,126,19,16.0"
" ,2025-07-23,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),0:48,1900-01-01 11:10:00,1900-01-01 11:49:00,1900-01-01 12:35:00,1900-01-01 12:37:00,39.0,2.0,11.0,Wednesday,2.0,11.0,12.0,39.0,2.0,12.0,2.0,Mumbai (BOM)-Goa (GOI),11,2,126,19,39.0"
" ,2025-07-22,Mumbai (BOM),Goa (GOI),A21N (VT-IMM),1:00,1900-01-01 11:10:00,1900-01-01 11:41:00,1900-01-01 12:35:00,1900-01-01 12:41:00,31.0,6.0,11.0,Tuesday,6.0,11.0,12.0,31.0,6.0,12.0,1.0,Mumbai (BOM)-Goa (GOI),11,1,126,19,31.0"
" ,2025-07-21,Mumbai (BOM),Goa (GOI),A21N (VT-IRV),0:53,1900-01-01 11:10:00,1900-01-01 13:10:00,1900-01-01 12:35:00,1900-01-01 14:04:00,120.0,89.0,11.0,Monday,89.0,11.0,12.0,120.0,89.0,12.0,0.0,Mumbai (BOM)-Goa (GOI),11,0,129,19,120.0"
" ,2025-07-20,Mumbai (BOM),Goa (GOI),A21N (VT-IRV),0:47,1900-01-01 11:10:00,1900-01-01 11:31:00,1900-01-01 12:35:00,1900-01-01 12:18:00,21.0,-17.0,11.0,Sunday,-17.0,11.0,12.0,21.0,-17.0,12.0,6.0,Mumbai (BOM)-Goa (GOI),11,6,129,19,21.0"
" ,2025-07-19,Mumbai (BOM),Goa (GOI),A21N (VT-IMI),0:46,1900-01-01 11:10:00,1900-01-01 11:47:00,1900-01-01 12:35:00,1900-01-01 12:34:00,37.0,-1.0,11.0,Saturday,-1.0,11.0,12.0,37.0,-1.0,12.0,5.0,Mumbai (BOM)-Goa (GOI),11,5,124,19,37.0"
" ,2025-07-25,Mumbai (BOM),Bareilly (BEK),A20N (VT-IQO),1:55,1900-01-01 11:10:00,1900-01-01 11:53:00,1900-01-01 13:40:00,1900-01-01 13:48:00,43.0,8.0,11.0,Friday,8.0,11.0,13.0,43.0,8.0,13.0,4.0,Mumbai (BOM)-Bareilly (BEK),11,4,34,4,43.0"
" ,2025-07-24,Mumbai (BOM),Agra (AGR),A20N (VT-IIH),1:37,1900-01-01 11:10:00,1900-01-01 11:20:00,1900-01-01 13:20:00,1900-01-01 12:57:00,10.0,-23.0,11.0,Thursday,-23.0,11.0,13.0,10.0,-23.0,13.0,3.0,Mumbai (BOM)-Agra (AGR),11,3,15,2,10.0"
" ,2025-07-23,Mumbai (BOM),Bareilly (BEK),A20N (VT-IQF),1:58,1900-01-01 11:10:00,1900-01-01 11:37:00,1900-01-01 13:40:00,1900-01-01 13:36:00,27.0,-4.0,11.0,Wednesday,-4.0,11.0,13.0,27.0,-4.0,13.0,2.0,Mumbai (BOM)-Bareilly (BEK),11,2,32,4,27.0"
" ,2025-07-22,Mumbai (BOM),Agra (AGR),A20N (VT-IIW),1:54,1900-01-01 11:10:00,1900-01-01 11:35:00,1900-01-01 13:20:00,1900-01-01 13:29:00,25.0,9.0,11.0,Tuesday,9.0,11.0,13.0,25.0,9.0,13.0,1.0,Mumbai (BOM)-Agra (AGR),11,1,20,2,25.0"
" ,2025-07-21,Mumbai (BOM),Bareilly (BEK),A20N (VT-IPD),2:00,1900-01-01 11:10:00,1900-01-01 13:41:00,1900-01-01 13:40:00,1900-01-01 15:41:00,151.0,121.0,11.0,Monday,121.0,11.0,13.0,151.0,121.0,13.0,0.0,Mumbai (BOM)-Bareilly (BEK),11,0,25,4,151.0"
